idx,gpu_tag,model,n_ctx,prompt_kind,seed,max_new,n_decoded,prefill_ms_measured,decode_ms_measured,decode_ms_modeled,decode_tps_measured,bytes_per_token,kv_tokens_final,kv_tier_final,ai_flop_per_byte,ridge_point,migrations,gpu
18,t4,smollm2-135m,4096,long,2024,150,150,5.8516819999567815,466.96159199996146,28.817110088597016,321.2255623798978,110068576.0,244,HBM,2.4530161996463007,203.125,11,Tesla T4
19,t4,tinyllama-1.1b,1024,short,42,150,150,8.370209999952749,869.3192449999856,29.981386201791043,172.54880857952534,671230131.2,179,SRAM,3.2775644264760917,203.125,0,Tesla T4
20,t4,tinyllama-1.1b,1024,short,1337,150,150,6.312824000019646,784.525297000016,59.962772403582086,191.19842352259667,671230131.2,179,SRAM,3.2775644264760917,203.125,0,Tesla T4
21,t4,tinyllama-1.1b,1024,short,2024,150,150,8.56039999996483,801.1634270000059,89.94415860537313,187.2277177724925,671230131.2,179,SRAM,3.2775644264760917,203.125,0,Tesla T4
22,t4,tinyllama-1.1b,1024,long,42,150,150,9.079079999992246,798.7557970000125,119.99937696477612,187.79206431223892,673190217.3866667,241,HBM,3.268021345497903,203.125,1,Tesla T4
23,t4,tinyllama-1.1b,1024,long,1337,150,150,5.388571000025877,778.0389590000141,150.0545953241791,192.79240231464718,673190217.3866667,241,HBM,3.268021345497903,203.125,3,Tesla T4
24,t4,tinyllama-1.1b,1024,long,2024,150,150,5.385397999987163,777.6671489999671,180.10981368358208,192.88457818089773,673190217.3866667,241,HBM,3.268021345497903,203.125,5,Tesla T4
25,t4,tinyllama-1.1b,2048,short,42,150,150,5.035250999981145,763.4108230000152,29.981386201791043,196.4866039107714,671230131.2,179,SRAM,3.2775644264760917,203.125,0,Tesla T4
26,t4,tinyllama-1.1b,2048,short,1337,150,150,5.103714000028958,772.7988100000402,59.962772403582086,194.09967776735084,671230131.2,179,SRAM,3.2775644264760917,203.125,0,Tesla T4
27,t4,tinyllama-1.1b,2048,short,2024,150,150,5.412454000008893,769.4321249999803,89.94415860537313,194.94896967033168,671230131.2,179,SRAM,3.2775644264760917,203.125,0,Tesla T4
28,t4,tinyllama-1.1b,2048,long,42,150,150,5.501978000040708,780.9934730000236,119.99937696477612,192.0630647831233,673190217.3866667,241,HBM,3.268021345497903,203.125,1,Tesla T4
29,t4,tinyllama-1.1b,2048,long,1337,150,150,5.2972429999726955,781.1318459999939,150.0545953241791,192.02904191925774,673190217.3866667,241,HBM,3.268021345497903,203.125,3,Tesla T4
30,t4,tinyllama-1.1b,2048,long,2024,150,150,5.257520999975895,781.1231860000021,180.10981368358208,192.03117086835468,673190217.3866667,241,HBM,3.268021345497903,203.125,5,Tesla T4
31,t4,tinyllama-1.1b,4096,short,42,150,150,4.880659000036758,765.9326439999745,29.981386201791043,195.8396749048928,671230131.2,179,SRAM,3.2775644264760917,203.125,0,Tesla T4
32,t4,tinyllama-1.1b,4096,short,1337,150,150,5.491801000005125,774.3238019999694,59.962772403582086,193.71740815995983,671230131.2,179,SRAM,3.2775644264760917,203.125,0,Tesla T4
33,t4,tinyllama-1.1b,4096,short,2024,150,150,5.589455999995607,771.3208509999845,89.94415860537313,194.47159999049865,671230131.2,179,SRAM,3.2775644264760917,203.125,0,Tesla T4
34,t4,tinyllama-1.1b,4096,long,42,150,150,6.200507000016842,789.3001130000243,119.99937696477612,190.04178199071836,673190217.3866667,241,HBM,3.268021345497903,203.125,1,Tesla T4
35,t4,tinyllama-1.1b,4096,long,1337,150,150,6.633643000043321,791.2690769999813,150.0545953241791,189.56888921870953,673190217.3866667,241,HBM,3.268021345497903,203.125,3,Tesla T4
36,t4,tinyllama-1.1b,4096,long,2024,150,150,6.590630000005149,793.5612379999952,180.10981368358208,189.02132918946944,673190217.3866667,241,HBM,3.268021345497903,203.125,5,Tesla T4
37,t4,llama-2-7b,1024,short,42,150,150,8.926443000007112,3680.8089310000014,184.99692608955223,40.75191155310744,4132332019.2,170,HBM,3.2427210441319225,203.125,1,Tesla T4
38,t4,llama-2-7b,1024,short,1337,150,150,25.86550600000237,3674.2300770000043,369.99385217910446,40.824879459501474,4132332019.2,170,HBM,3.2427210441319225,203.125,1,Tesla T4
39,t4,llama-2-7b,1024,short,2024,150,150,26.303613999971276,3741.59484300003,554.9907782686566,40.08985640992846,4132332019.2,170,HBM,3.2427210441319225,203.125,1,Tesla T4
40,t4,llama-2-7b,1024,long,42,150,150,31.791736999991826,3833.8271239999813,741.4431904477611,39.12539484657283,4175998219.0933332,232,HBM,3.2088136289745175,203.125,1,Tesla T4
41,t4,llama-2-7b,1024,long,1337,150,150,34.3567490000396,3894.9874339999724,927.8956026268656,38.51103566872279,4175998219.0933332,232,HBM,3.2088136289745175,203.125,1,Tesla T4
42,t4,llama-2-7b,1024,long,2024,150,150,32.841380000036224,3967.096545000004,1114.34801480597,37.81102836759922,4175998219.0933332,232,HBM,3.2088136289745175,203.125,1,Tesla T4
43,t4,llama-2-7b,2048,short,42,150,150,6.382559999963178,3931.682543000022,184.99692608955223,38.15160516127132,4132332019.2,170,HBM,3.2427210441319225,203.125,1,Tesla T4
44,t4,llama-2-7b,2048,short,1337,150,150,28.898400000002766,3970.157092000022,369.99385217910446,37.78188029442316,4132332019.2,170,HBM,3.2427210441319225,203.125,1,Tesla T4
45,t4,llama-2-7b,2048,short,2024,150,150,29.388147000020126,4033.094112000015,554.9907782686566,37.19228855922107,4132332019.2,170,HBM,3.2427210441319225,203.125,1,Tesla T4
46,t4,llama-2-7b,2048,long,42,150,150,38.59382699999969,4113.246806999996,741.4431904477611,36.46754183209414,4175998219.0933332,232,HBM,3.2088136289745175,203.125,1,Tesla T4
47,t4,llama-2-7b,2048,long,1337,150,150,39.53768299999183,4114.880770000013,927.8956026268656,36.45306106888718,4175998219.0933332,232,HBM,3.2088136289745175,203.125,1,Tesla T4
48,t4,llama-2-7b,2048,long,2024,150,150,39.30624000003036,4207.448032000002,1114.34801480597,35.65106422210467,4175998219.0933332,232,HBM,3.2088136289745175,203.125,1,Tesla T4
49,t4,llama-2-7b,4096,short,42,150,150,6.240891000004467,4238.202656999988,184.99692608955223,35.39236137098208,4132332019.2,170,HBM,3.2427210441319225,203.125,1,Tesla T4
50,t4,llama-2-7b,4096,short,1337,150,150,30.663084000025265,4344.738049000057,369.99385217910446,34.524520997191665,4132332019.2,170,HBM,3.2427210441319225,203.125,1,Tesla T4
51,t4,llama-2-7b,4096,short,2024,150,150,33.40999499994268,4394.542182999999,554.9907782686566,34.13324841442307,4132332019.2,170,HBM,3.2427210441319225,203.125,1,Tesla T4
52,t4,llama-2-7b,4096,long,42,150,150,41.687974999945254,4503.704429999971,741.4431904477611,33.3059156815051,4175998219.0933332,232,HBM,3.2088136289745175,203.125,1,Tesla T4
53,t4,llama-2-7b,4096,long,1337,150,150,40.16630199998872,4592.6763730000175,927.8956026268656,32.66069450959753,4175998219.0933332,232,HBM,3.2088136289745175,203.125,1,Tesla T4
54,t4,llama-2-7b,4096,long,2024,150,150,41.655820999949356,4589.58364099999,1114.34801480597,32.682703210811866,4175998219.0933332,232,HBM,3.2088136289745175,203.125,1,Tesla T4
